#	Гэрээний нэр	Эрдсийн төрөл	Гэрээний төрөл	Гэрээ байгуулсан огноо	Баримт бичгийн төрөл	Гэрээ байгуулсан төрийн байгууллага	Компанийн нэр	Төслийн нэр	Гэрээний файл	OCID	Аннотацийн текст	Метадата текст
607.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-11	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Ага Ерөө нөхөрлөл	Бөхлэйн гол нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN7582001460RC		
608.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-11	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Өнөр баян Сэлэнгэ нөхөрлөл	Хорлио нэртэй газарт бичил уурхайгаар олт олборлох		ocds-591adf-MN6147122338RC		
609.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-10	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Ерөө эвсэг уул нөхөрлөл	Ялбаг нэртэй газарт бичил уурхайгаар аль олборлох		ocds-591adf-MN1600342174RC		
610.	Ашиглалтын тусгай зөвшөөрөл бүхий талбайгаас бичил уурхайгаар ашигт малтмал олборлох тухай  гурван талт гэрээ	Нүүрс;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-10	Гэрээ	Налайх дүүргийн Засаг дарга Ч.Раднаабазар;	Орд нөхөрлөл Хэлтрэгэ ХХК	Зүүн хээр нэртэй газарт бичил уурхайгаар нүүрс олборлох		ocds-591adf-MN0029921327RC		
611.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ, Сэлэнгэ эрдэнэ вангийн хошуу	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-10	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Сэлэнгэ эрдэнэ вангийн хошуу нөхөрлөл	Бугант-3 нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN2497505301RC		
612.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-10	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Бугант алтантүлхүүр нөхөрлөл	Бугант-1		ocds-591adf-MN3360441193RC		
613.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ, Шаварлаг хөрс	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-10	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын ЗДТГ;	Шаварлаг хөрс нөхөрлөл			ocds-591adf-MN4981762017RC		
614.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-10	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Туулын сайхан хангай нөхөрлөл	Бугант-2		ocds-591adf-MN8831889956RC		
615.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-07	Гэрээ	Өвөрхангай аймгийн Нарийнтээл сумын Засаг дарга;	Баянхангай нөхөрлөл	Сэнжит 1, 2 нэртэй газарт бичил уурхайгаар алт оборлох		ocds-591adf-MN0203157914RC		
616.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-07	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга;	Баян булаг хатан туул нөхөрлөл	Улаан хушуу-1 нэртэй газарт бичил уурхайгаар алт олборлох төсөл		ocds-591adf-MN7077530845RC		
617.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-07	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Ерөө өгөөмөр хайрхан	Ялбаг Ургаачийн ам нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN6974619059RC		
618.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-07	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Янзаган төгөл нөхөрлөл	Бүхлэй-2 нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN2335795661RC		
619.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-07	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Ест бугант	Толгойтын адаг нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN8641229728RC		
620.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-06	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Бугант тихи мидас нөхөрлөл	Ялбаг Ургаачийн ам нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN6046476316RC		
621.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-06	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Өгөөж баян Сэлэнгэ нөхөрлөл	Ялбаг Ургаачийн ам нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN7004755395RC		
622.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-06	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Тунамал Ерөө нөхөрлөл	Бөхлэй нэрэй газарт  бичил уурхайгаар алт олборлох		ocds-591adf-MN1808033638RC		
623.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-06	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Ерөө хамтын хүч нөхөрлөл нөхөрлөл	Бөхлэй нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN0230626533RC		
624.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-06	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Бурхан буудай Ерөө нөхөрлөл	Бэрлэгийн цагаан тохой нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN9306720671RC		
625.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ, Ерөө байгалийн хишиг	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-06	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын ЗДТГ;	Ерөө байгалийн хишиг нөхөрлөл			ocds-591adf-MN8374138204RC		
626.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-09-03	Гэрээ	Сэлэнгэ аймгийн Ерөө сумын Засаг дарга М.Ганбаатар;	Билэгт хангайн жаргалан нөхөрлөл	Өлөнт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN8341605969RC		
627.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-31	Гэрээ	Өвөрхангай Нарийнтээл сумын Засаг дарга;	Цагаан бяруут нөхөрлөл	Цагаан бяруут нэртэй газар бичил уурхайгаар алт олборлох		ocds-591adf-MN2395587435RC		
628.	БОАЖЯ, АМГТГ, МХЕГ, Дархан-Уул аймаг болон Шарын гол  ХК-ын хооронд байгуулсан нөхөн сэргээх үйл ажиллагааны гэрээ	Нүүрс;	Бусад	2018-08-29	Гэрээ	БОАЖЯ;АМГТГ;МХЕГ;Дархан-Уул аймгийн ЗДТГ;	Шарын гол ХК	Шарын голын орд		ocds-591adf-MN1078406076RC		
629.	орон нутагтай хамтран ажиллах гэрээ	Вольфрам/Гянтболд;	Орон нутагтай хамтран ажиллах гэрээ	2018-08-28	Гэрээ	Ховд аймгийн Алтай сумын Засаг дарга;	Талст молор ХХК	Оцог хад гянтболдын уурхай		ocds-591adf-MN8744078185RC		
630.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-27	Гэрээ	Сэлэнгэ аймгийн Баянгол сумын ЗДТГ;	Тариатын ам			ocds-591adf-MN9821777687RC		
631.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-24	Гэрээ	Дундговь аймгийн ЗДТГ, Баянжаргалан сумын Засаг дарга;	Баянговь нөхөрлөл	Хөх дэл нэртэй газарт бичил уурхайгаар жонш олборлох		ocds-591adf-MN3780681022RC		
632.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-22	Гэрээ	Сэлэнгэ аймгийн Баянгол сумын ЗДТГ;	Минж наран энэрэх			ocds-591adf-MN5520756064RC		
633.	Бичил уурхайгаар ашигт малтмал олборлох  тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-22	Гэрээ	Сэлэнгэ аймгийн Баянгол сумын Засаг дарга;	Нүнжигт Баянгол нөхөрлөл	Нэргүй хөндий нэртэй газарт бичил уурхайгаар үүсмэл алт олборлох		ocds-591adf-MN2215429935RC		
634.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-20	Гэрээ	Сэлэнгэ аймгийн Баянгол сумын ЗДТГ;	Чонон дайчин нөхөрлөл			ocds-591adf-MN5882210495RC		
635.	Эрлийн ажил гүйцэтгэх гэрээ, Эс би петролиум ХХК	Шатдаг Занар;	Бусад	2018-08-18	Гэрээ	Ашигт малтмал, газрын тосны газар;	Эс би петролиум ХХК	Дундговь аймгийн Адаадаг, Дэлгэрцогт сумдын нутагт  Шатдаг занарын эрлийн ажил хийх		ocds-591adf-MN3363548551RC		
636.	Эрлийн ажил гүйцэтгэх гэрээ, Юу Жи Эс ХХК	Шатдаг Занар;	Газрын тосны эрлийн гэрээ	2018-08-16	Гэрээ	Ашигт малтмал, газрын тосны газар;	Юу жи Эс ХХК	Налайх, Багахангай дүүрэг, Төв аймгийн Баянжаргалан, Баяндэлгэр, Эрдэнэ, Баян, Сэргэлэн, Баянцагаан, Архуст сумд, Хэнтий аймгийн Цэнхэр, Баян-Улаан сумдын нутагт шатдаг занарын эрэл хийх		ocds-591adf-MN9376120667RC		
637.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-16	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга Н.Эрхэмбаяр;	Талст консалтинг нөхөрлөл	Сөөгийн дэнж нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN6623140305RC		
638.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-13	Гэрээ	Өвөрхангай аймгийн Баруунбаян-Улаан сумын;	Баян-таац нөхөрлөл	Өл овоо нэртэй нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN6752110176RC		
639.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-09	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга Н.Эрхэмбаяр;	Мисад нөхөрлөл	Төсөлч-2 нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN3493586784RC		
640.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-08-09	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга Н.Эрхэмбаяр;	Баян бага дулаан нөхөрлөл	Төсөлч 2.1 нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN7239909440RC		
641.	Эрлийн ажил гүйцэтгэх гэрээ, Эс би петролиум ХХК	Шатдаг Занар;	Газрын тосны эрлийн гэрээ	2018-08-08	Гэрээ	Ашигт малтмал, газрын тосны газар;	Эс би петролиум ХХК	Дундговь аймаг, Адаацаг, Дэлгэрцогт, Сайнцагаан, Луус, Дэрэн, Эрдэнэдалай, Гурвансайхан сумын нутагт шатдаг занарын эрэл хийх		ocds-591adf-MN4503399740RC		
642.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-31	Гэрээ	Булган аймаг Бүрэгхангай сумын ЗДТГ;	Өгөөж ундрах дэлгэрэх	"""Төсөлч баруун тал"" нэртэй газарт бичил уурхайгаар алт олборлох"		ocds-591adf-MN1532796953RC		
643.	БОАЖЯ, АМГТГ, МХЕГ, Сэлэнгэ аймаг болон Пураам ХХК-ын хооронд байгуулсан нөхөн сэргээх үйл ажиллагааны гэрээ	Алт;	Бусад	2018-07-30	Гэрээ	БОАЖЯ;АМГТГ;Сэлэнгэ аймгийн ЗДТГ;МХЕГ;	Пураам ХХК	Булгын амны орд		ocds-591adf-MN5725686856RC		
644.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ, Дундговь Баянжаргалан, Баялаг нөхөрлөл	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-27	Гэрээ	Дундговь аймгийн Засаг дарга Г.Туяа;	Баялаг нөхөрлөл	Үнэгт нэртэй газарт бичил уурхайгаар хайлуур жонш олборлох		ocds-591adf-MN7618567364RC		
645.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-24	Гэрээ	Дундговь аймгийн Хулд сумын Засаг дарга;	Цагаан далай			ocds-591adf-MN7400859888RC		
646.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-24	Гэрээ	Булган аймгийн Бүрэгхангай сумын Засаг дарга;	Баяжих тэмүүлэл бүрэг нөхөрлөл	Тээл нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN6606027418RC		
647.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-24	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга;	Улаан гацаа нөхөрлөл	"""Сөөгийн дэнж-5"" нэртэй газарт бичил уурхайгаар алт олборлох"		ocds-591adf-MN9539814279RC		
648.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-23	Гэрээ	Дундговь аймгийн Хулд сумын Засаг дарга;	Нутгийн хишиг Дундговь			ocds-591adf-MN5689689464RC		
649.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ Газрын өгөөж	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-23	Гэрээ	Дундговь аймгийн Хулд сумын ЗДТГ;	Газрын өгөөж			ocds-591adf-MN1672748710RC		
650.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-20	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга;	Энх баян ундарга	Өгөөж Дэнж нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN2590147795RC		
651.	Орхон аймаг, Эрдэнэт үйлдвэр ТӨҮГ-ын хамтран ажиллах гэрээ	Зэс;Молибден;	Орон нутагтай хамтран ажиллах гэрээ	2018-07-20	Гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Эрдэнэт үйлдвэр ТӨҮГ			ocds-591adf-MN3538383792RC		
652.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-19	Гэрээ	Баруунбаян-Улаан сумын Засаг дарга Д.Баатарчулуун;	Баян айраг нөхөрлөлийн ахлагч П.Даваа	Гурван тээг нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN6462714627RC		
653.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-19	Гэрээ	Өвөрхангай аймгийн Баруунбаян-Улаан сумын;	Цагаан дэл			ocds-591adf-MN3042643531RC		
654.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-17	Гэрээ	Дундговь аймгийн Хулд сумын Засаг дарга;	Түмэн хишиг			ocds-591adf-MN1482585371RC		
655.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-16	Гэрээ	Дундговь аймгийн Хулд сумын Засаг дарга У.Зоригтбаатар;	Арвин булаг хаан нөхөрлөл	Ар цагаан, Ацаг хүрэн нэртэй газарт бичил уурхайгаар жонш олборлох		ocds-591adf-MN9236015641RC		
656.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-16	Гэрээ	Дундговь аймгийн Хулд сумын Засаг дарга У.Зоригтбаатар;	Арвин нөхөрлөл	Ар цагаан, Ацаг хүрэн нэртэй газарт бичил уурхайгаар жонш олборлох		ocds-591adf-MN5476881286RC		
657.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-16	Гэрээ	Дундговь аймгийн Хулд сумын Засаг дарга У.Зоригтбаатар;	Баянхангай нөхөрлөл	Арцагаан нэртэй газарт бичил уурхайгаар жонш олборлох		ocds-591adf-MN0917662093RC		
658.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-06	Гэрээ	Булган аймаг Бүрэгхангай сумын Засаг дарга;	Бүрэг ундрах заяа нөхөрлөл	Хос хасын зүүн тал нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN3800176555RC		
659.	Бичил уурхайгаар ашигт малтмал олборлох, нөхөн сэргээх тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-05	Гэрээ	Өвөрхангай аймгийн Тарагт сумын Засаг дарга;	Хүрэмт хамтын хүч нөхөрлөл			ocds-591adf-MN0871960562RC		
660.	Сэлэнгэ аймгийн Мандал сум болон Бороо гоулд ХХК-ны хоорондын хамтын ажиллагааны гэрээ	Алт;	Орон нутагтай хамтран ажиллах гэрээ	2018-07-04	Гэрээ	Сэлэнгэ аймгийн Мандал сумын Засаг дарга;	Бороо гоулд ХХК			ocds-591adf-MN9573358760RC		
661.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-04	Гэрээ	Өвөрхангай аймгийн Баруунбаян-Улаан сумын;	Олон овоо			ocds-591adf-MN2091974419RC		
662.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-04	Гэрээ	Өвөрхангай аймгийн Баруунбаян-Улаан сумын;	Хамтын хүч нөхөрлөл			ocds-591adf-MN0445995124RC		
663.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-03	Гэрээ	Сэлэнгэ аймгийн Баянгол сумын Засаг дарга;	Түмэн төгөл гоулд нөхөрлөл	Буянт нэртэй газарт бичил уурхайгаар үүсмэл алт олборлох		ocds-591adf-MN7841928670RC		
664.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-07-01	Гэрээ	Говь-Алтай аймгийн Алтай  сумын Засаг дарга;	Баяндэлгэрэх нөхөрлөл	Торготын нурууны замын ам нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN5405110367RC		
665.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхандулаан сумын Засаг дарга;	Марзат нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN4604685103RC		
666.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Хийморийн хишиг нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN9011140283RC		
667.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Баян хайрхан нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN2553467661RC		
668.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Баялаг нөхөрлөл	Баргилт нэртэй газарт бичил уухайгаар алт олборлох төсөл		ocds-591adf-MN5647456221RC		
669.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Баянхангай нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN9798133205RC		
670.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Хамтын зүтгэл нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN9845457568RC		
671.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Хайрхан нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN7309661479RC		
672.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхандулаан сумын Засаг дарга;	Баргилт нөхөрлөл	Баргилт нэртэй газарт бичил уурхайгаар алт олборлох төсөл		ocds-591adf-MN8181605208RC		
673.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Нутгийн хишиг нөхөрлөл	Баргилт нэртэй газар бичил уурхайгаар алт олборлох		ocds-591adf-MN0267155194RC		
674.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-29	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Буян нөхөрлөл			ocds-591adf-MN0729431769RC		
675.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-28	Гэрээ	Өвөрхангай аймгийн Хайрхан дулаан сумын Засаг дарга;	Дулаан хайрхан нөхөрлөл	Баргаилт нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN2185741710RC		
676.	Хамтран ажиллах гэрээ	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2018-06-27	Гэрээ	Дундговь аймгийн ЗДТГ;	Биг могул коул энд энержи ХХК	Хөөт		ocds-591adf-MN6611086286RC		
677.	Дорноговь аймгийн Өргөн сум болон Ялгуун-интернэшнл ХХК-ийн хооронд байгуулсан газар ашиглуулах гэрээ	Барилгын Материал;	Газар ашиглах тухай гэрээ	2018-06-26	Гэрээ	Дорноговь аймгийн ЗДТГ;	Ялгуун-интернэшнл ХХК			ocds-591adf-MN2616682479RC		
678.	Хамтран ажиллах гэрээ	Гантиг;	Орон нутагтай хамтран ажиллах гэрээ	2018-06-25	Гэрээ	Аймгийн засаг дарга;	Үнэн бэх ХХК	Хөтөл цагаан		ocds-591adf-MN9550245869RC		
679.	Бичил уурхайн нөхөрлөлтэй байгуулах гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-22	Гэрээ	Булган аймгийн Бүрэгхангай сумын Засаг дарга Н.Эрхэмбаяр;	Баялаг хангадууд нөхөрлөл	Сөөгийн дэнж-5 нэртэй газарт бичил уурхайгаар алт олборлох		ocds-591adf-MN1403186224RC		
680.	Эрлийн ажил гүйцэтгэх гэрээ, Юу жи Эс ХХК	Тодорхойгүй;	Газрын тосны эрлийн гэрээ	2018-06-19	Гэрээ	Ашигт малтмал, газрын тосны газар;	Юу жи Эс ХХК	УБ хотын Налайх, Багахангай дүүрэг, Төв аймгийн Баянжаргалан, Баяндэлгэр, Эрдэнэ, Баян, Сэргэлэн, Баянцагаан, Архуст сумд, Хэнтий аймгийн Цэнхэрмандал, Хэрлэн сумдын нутагт нүүрсний давхаргын метан хий эрэх		ocds-591adf-MN7789726193RC		
681.	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2018-06-19	Гэрээ	Сэлэнгэ Орхонтуул;	Орхон туулын тохой			ocds-591adf-MN9476481642RC		
