#	Гэрээний нэр	Эрдсийн төрөл	Гэрээний төрөл	Гэрээ байгуулсан огноо	Баримт бичгийн төрөл	Гэрээ байгуулсан төрийн байгууллага	Компанийн нэр	Төслийн нэр	Гэрээний файл	OCID	Аннотацийн текст	Метадата текст
1.	ОРХОН АЙМАГ, “ЭРДМИН” ХХК-ИЙН  2025 ОНЫ ХАМТЫН АЖИЛЛАГААНЫ ТӨЛӨВЛӨГӨӨ	Зэс;	Бусад	2025-01-31	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Эрдмин ХХК			ocds-591adf-MN8223166332RC		
2.	ОРХОН АЙМАГ, “ЭРДМИН” ХХК-ИЙН  ХАМТРАН АЖИЛЛАХ ГЭРЭЭ	Зэс;	Бусад	2025-01-30	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Эрдмин ХХК			ocds-591adf-MN0113539065RC		
3.	ОРХОН АЙМАГ, “АЧИТ-ИХТ” ХХК-ИЙН ХАМТЫН АЖИЛЛАГААНЫ ГЭРЭЭ	Зэс;	Бусад	2025-01-30	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	АЧИТ ИХТ ХХК			ocds-591adf-MN0358859208RC		
4.	ОРХОН АЙМАГ, “АЧИТ-ИХТ” ХХК-ИЙН  2025 ОНЫ ХАМТЫН АЖИЛЛАГААНЫ ТӨЛӨВЛӨГӨӨ	Зэс;	Бусад	2025-01-30	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	АЧИТ ИХТ ХХК			ocds-591adf-MN0358859208RC-1391		
5.	Орхон аймаг, Зэс эрдэнийн хувь ХХК-ийн 2025 оны хамтын ажиллагааны төлөвлөгөө	Зэс;	Бусад	2025-01-30	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Зэс эрдэнийн хувь ХХК			ocds-591adf-MN5140443696RC		
6.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2025-01-22	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баялаг ундрагатай наран	Хамар буянтын адаг		ocds-591adf-MN5860466568RC		
7.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2025-01-17	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Өндөр баялаг шувуут	Улаан өндөр-2		ocds-591adf-MN4672069645RC		
8.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2025-01-13	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Дамдин чойням	Улаан өндөр-2		ocds-591adf-MN1766243547RC		
9.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-12-24	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Орхон нутгийн буян	Цагаан гозгор		ocds-591adf-MN4975446043RC		
10.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-14	Хайлуур Жонш;	Орон нутагтай хамтран ажиллах гэрээ	2024-12-23	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Уулбаян сумын ЗДТГ;	Сунхунголд ХХК	Алтан овоо		ocds-591adf-MN9801095136RC		
11.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-13	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2024-12-09	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ;	Нагааранз ХХК	Улаанчулуут		ocds-591adf-MN1021390198RC		
12.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-9	Төмрийн Хүдэр;	Орон нутагтай хамтран ажиллах гэрээ	2024-11-21	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Уулбаян сумын ЗДТГ;	Эм Эл Цахиурт овоо ХХК	Цахиурт овоо		ocds-591adf-MN4329823491RC		
13.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-11-19	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Атар баянгол гоулд	Тайширын нуруу		ocds-591adf-MN8923581810RC		
14.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-11-14	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян намсрайхан	Тайширын нуруу		ocds-591adf-MN3600222115RC		
15.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-10-30	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Ханан цав	Талбай-1		ocds-591adf-MN6343193633RC		
16.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-10-28	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян жоншит ухаа	Улаан өндөр-2		ocds-591adf-MN9548630264RC		
17.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-10-17	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хатан сүж хайрхан	Талбай-1		ocds-591adf-MN1922957895RC		
18.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-11	Хайлуур Жонш;	Орон нутагтай хамтран ажиллах гэрээ	2024-10-07	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Эрдэнэцагаан сумын ЗДТГ;	Адаэ ХХК	Эрдэнэцагаан		ocds-591adf-MN4245235842RC		
19.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-09-20	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хараа нутгийн алтан нөхөд	Тайширын ар		ocds-591adf-MN1027128961RC		
20.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-09-12	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Кенжедара алтан түлхүүр	Хашаатын ам		ocds-591adf-MN4946014982RC		
21.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-09-10	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Толь уулын нөхөрлөл	Талбай-1		ocds-591adf-MN0918629850RC		
22.	Ус ашиглах гэрээ	Алт;	Ус ашиглах тухай гэрээ	2024-08-30	Гэрээ	Завхан аймгийн Дөрвөлжин сумын Засаг даргын Тамгын газар;	Вестерн монголиан девелопмент ХХК	Халзан хошуу		ocds-591adf-MN3595974866RC		
23.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-08-30	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Алтан солбидог			ocds-591adf-MN7166782505RC		
24.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-07-31	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян хөгжил хараа	Тайширын нуруу		ocds-591adf-MN5332144945RC		
25.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-7	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2024-07-17	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Эрдэнэцагаан сумын ЗДТГ;	Эрдэнийн босго ХХК	Хулман нуур		ocds-591adf-MN9165659676RC		
26.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-10	Хайлуур Жонш;	Орон нутагтай хамтран ажиллах гэрээ	2024-07-15	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ;	Кинзроуд ХХК	Төмөрт		ocds-591adf-MN6749015451RC		
27.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-8	Төмрийн Хүдэр;	Орон нутагтай хамтран ажиллах гэрээ	2024-07-02	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ;	Каскайд майнинг ХХК	Эрвэн хошууны овоо		ocds-591adf-MN4077485304RC		
28.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-6	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2024-06-25	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ;	Цэгээн Үүдэн ХХК	Тал булаг		ocds-591adf-MN4964605250RC		
29.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-5	Хайлуур Жонш;	Орон нутагтай хамтран ажиллах гэрээ	2024-06-19	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Түмэнцогт сумын ЗДТГ;	Монголжүюаньли ХХК	Хайлуур жонш		ocds-591adf-MN9565086778RC		
30.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-06-17	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян булаг бор хужир			ocds-591adf-MN7680026475RC		
31.	Ус ашиглах гэрээ	Алт;	Ус ашиглах тухай гэрээ	2024-06-12	Гэрээ	Хяргас нуур-Завхан голын сав газрын захиргаа;	Форс голд майнинг ХХК	Цагаан толгой		ocds-591adf-MN2942973186RC		
32.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-4	Төмрийн Хүдэр;	Орон нутагтай хамтран ажиллах гэрээ	2024-06-07	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Халзан сумын ЗДТГ;	Эм Эл Цахиурт овоо ХХК	Асгат-2		ocds-591adf-MN0182662424RC		
33.	Ус ашиглах гэрээ	Алт;	Ус ашиглах тухай гэрээ	2024-06-03	Гэрээ	Хяргас нуур - Завхан голын сав газрын захиргаа;	Баян Айраг Эксплорэйшн ХХК	Баян айраг		ocds-591adf-MN5120076039RC		
34.	Нийгмийн хариуцлагын гэрээ	Алт;	Хөрөнгө өруулалтын гэрээ	2024-06-03	Гэрээ	Говь-Алтай  аймгийн Алтай сум;	МОЭНКО			ocds-591adf-MN7401110560RC		
35.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-2	Хайлуур Жонш;	Орон нутагтай хамтран ажиллах гэрээ	2024-05-30	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Мөнххаан сумын ЗДТГ;	Хунт-Өгөөж ХХК	Бүдүүн Ухаа		ocds-591adf-MN7063392167RC		
36.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-1	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2024-05-30	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ, Асгат сумын ЗДТГ;	Дорнын чулуулаг ХХК	Ерөөлт		ocds-591adf-MN6097490280RC		
37.	Орон нутгийн хамтын ажиллагааны гэрээ 2024-3	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2024-05-30	Загвар гэрээ	Сүхбаатар аймгийн ЗДТГ, Эрдэнэцагаан сумын ЗДТГ;	Бадмаараг Хаш ХХК	Сайн хөөвөр		ocds-591adf-MN8933367139RC		
38.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Кварц;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-05-27	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Бор өндрийн хишиг	Бор өндөрийн хишиг		ocds-591adf-MN9747240041RC		
39.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-05-27	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Тахилгат хайрхан үндэс	Нарангийн ам		ocds-591adf-MN0198570254RC		
40.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-05-15	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Арвин нутгийн хишиг	Цагаан өндөр-2		ocds-591adf-MN8726531438RC		
41.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-05-10	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Бадмаараг дөрвөн бэрх	Салхит		ocds-591adf-MN6852601809RC		
42.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-05-10	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Норовлин нутгийн хишиг	Салхит		ocds-591adf-MN6703114424RC		
43.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-05-10	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Гашууны даац	Салхит		ocds-591adf-MN9198087151RC		
44.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-04-24	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Нутгийн хишиг арвин баялаг	Тайширын нуруу		ocds-591adf-MN0087440607RC		
45.	ОРХОН АЙМАГ, “ЭРДЭНЭТ ҮЙЛДВЭР” ТӨҮГ-ЫН  2024 ОНЫ ХАМТЫН АЖИЛЛАГААНЫ ТӨЛӨВЛӨГӨӨ	Зэс;	Хамтын ажиллагааны санамж бичиг	2024-04-16	Гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	"""Эрдэнэт үйлдвэр"" ТӨҮГ"			ocds-591adf-MN1920596302RC		
46.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-04-16	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Өөдлөн дэвжих өсөн нэмэгдэх	Хавцгайн амны баагийн улаан		ocds-591adf-MN2613788413RC		
47.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-04-12	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хараагийн шижир	Угалзын хөндий		ocds-591adf-MN2914197668RC		
48.	Ажил гүйцэтгэх гэрээ	Алт;	Бүтээн байгуулалтын гэрээ	2024-04-10	Бусад	Завхан аймгийн Дөрвөлжин сумын Засаг дарга;	Баян Айраг Эксплорэйшн ХХК	Баян айраг		ocds-591adf-MN2435873588RC		
49.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Чулуун Давс;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-04-04	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Жамц давсан уул			ocds-591adf-MN8173904940RC		
50.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-04-01	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хангайн талст хүдэр			ocds-591adf-MN3932802265RC		
51.	Нийгмийн хариуцлагын гэрээ	Нүүрс;	Хөрөнгө өруулалтын гэрээ	2024-03-27	Гэрээ	Говь-Алтай аймгийн Чандмань сумын ЗДТГ;	Сэкер ресорсус монголиа			ocds-591adf-MN9720003950RC		
52.	Нийгмийн хариуцлагын гэрээ	Зэс;	Хөрөнгө өруулалтын гэрээ	2024-03-05	Гэрээ	Тайшир сумын ЗДТГ;	Рагнарок инвестмент			ocds-591adf-MN5082059728RC		
53.	ОРХОН АЙМАГ, “ЭРДМИН” ХХК-ИЙН  2024 ОНЫ ХАМТЫН АЖИЛЛАГААНЫ ТӨЛӨВЛӨГӨӨ	Зэс;	Гэрээний хавсралт	2024-03-05	Гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Эрдмин ХХК			ocds-591adf-MN0293844658RC		
54.	ОРХОН АЙМАГ, “АЧИТ-ИХТ” ХХК-ИЙН  2024 ОНЫ ХАМТЫН АЖИЛЛАГААНЫ ТӨЛӨВЛӨГӨӨ	Зэс;	Гэрээний хавсралт	2024-03-05	Гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	АЧИТ ИХТ ХХК			ocds-591adf-MN7333013516RC		
55.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-03-04	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Эргор	Дунд ухаа		ocds-591adf-MN6685026155RC		
56.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-03-01	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Батноров баялаг жонш	Цагаан өндөр-2		ocds-591adf-MN7736537492RC		
57.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2024-03-01	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Нээлттэй шандас	Өргөн-3		ocds-591adf-MN1923108643RC		
58.	ОРХОН АЙМАГ, “ЗЭС ЭРДЭНИЙН ХУВЬ” ХХК-ИЙН  2024 ОНЫ ХАМТЫН АЖИЛЛАГААНЫ ТӨЛӨВЛӨГӨӨ	Зэс;	Орон нутагтай хамтран ажиллах гэрээ	2024-02-28	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Зэс эрдэнийн хувь ХХК			ocds-591adf-MN1308199378RC		
59.	Орхон аймаг, Зэс эрдэнийн хувь ХХК-ийн хамтран ажиллах гэрээ	Зэс;	Орон нутагтай хамтран ажиллах гэрээ	2024-02-28	Загвар гэрээ	Орхон аймгийн Засаг даргын Тамгын газар;	Зэс эрдэнийн хувь ХХК			ocds-591adf-MN3613189796RC		
60.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-12-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Дөлгөөн өргөн говь	Ганц мод-1		ocds-591adf-MN4005922253RC		
61.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-12-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баргилт өргөн сэнж	Ганц мод-2		ocds-591adf-MN7468004020RC		
62.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-12-18	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баян хушин хаан	Улаан өндөр-2		ocds-591adf-MN9816851085RC		
63.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-12-18	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Дуулга хайрханы хишиг	Цагаан өндөр-2		ocds-591adf-MN3605606480RC		
64.	Хартарвагатай ХК	Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2023-12-15	Нийгмийн гэрээ	Увс аймгийн Тариалан сумын ЗДТГ;	Хар Тарвагатай ХК	Хартарвагатай		ocds-591adf-MN5541847908RC		
65.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-11-24	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Манхан хүрмэн уул	Талбай-1		ocds-591adf-MN1998535430RC		
66.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Хайлуур Жонш;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-11-24	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Ханан цав	Талбай-1		ocds-591adf-MN8197578271RC		
67.	ус ашиглах гэрээ	Асфальт/Битум;	Ус ашиглах тухай гэрээ	2023-11-20	Загвар гэрээ	СХД ЗДТГазар;	Аржкапитал ХХК	Авто замын төсөл		ocds-591adf-MN7630425528RC		
68.	Тавантолгой ордын далд уурхайн хайгуул, судалгааны ажил гүйцэтгэх гэрээ	Нүүрс;		2023-10-25	Гэрээ	Эрдэнэс-Тавантолгой ХК;	Элгэн ХХК			ocds-591adf-MN4862568836RC		
69.	ус ашиглах гэрээ	Дайрга;	Ус ашиглах тухай гэрээ	2023-10-18	Загвар гэрээ	Сонгинохайрхан дүүргийн ЗДТГазар;	Сүр сүлд ХХК	Хайрга дайрга		ocds-591adf-MN8714531475RC		
70.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-10-10	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Мухар төмөрт	Хашаатын ам		ocds-591adf-MN4224846270RC		
71.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-10-06	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Загийн голын эх	Далдын ам		ocds-591adf-MN2025319156RC		
72.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Эвсэг хавцал	Бор хавцал-2		ocds-591adf-MN6270510963RC		
73.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Улаан уул мандал	Бор хавцал-2		ocds-591adf-MN5635422391RC		
74.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баялаг хавцал	Бор хавцал-2		ocds-591adf-MN8969944836RC		
75.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Харлаг хоо	Бор хавцал-2		ocds-591adf-MN3217649106RC		
76.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Баянтэс	Бор хавцал-2		ocds-591adf-MN8844886727RC		
77.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Алт баян эрдэнэ	Бор хавцал-2		ocds-591adf-MN2964550734RC		
78.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Хархираан баялаг ундарга	Бор хавцал-2		ocds-591adf-MN4686824918RC		
79.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-25	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Тэгшбаян	Бор хавцал-2		ocds-591adf-MN7421377381RC		
80.	БАЙГАЛЬ ОРЧНЫГ ХАМГААЛАХ, УУРХАЙ АШИГЛАХ, ҮЙЛДВЭР БАЙГУУЛАХТАЙ ХОЛБОГДСОН ДЭД БҮТЦИЙГ ХӨГЖҮҮЛЭХ, АЖЛЫН БАЙР НЭМЭГДҮҮЛЭХ, ХАНДИВ, ТУСЛАМЖ ӨГӨХ ЧИГЛЭЛЭЭР ХАМТРАН АЖИЛЛАХ ГЭРЭЭ	Гөлтгөнө;	Орд ашиглах гэрээ	2023-09-20	Гэрээ	Дундговь аймгийн Засаг даргын тамгын газар, Дэлгэрхангай сумын даргын тамгын газар;	Эхлэл ургац энержи ХХК	Урд тарагт нэртэй гөлтгөний орд		ocds-591adf-MN9197423287RC		
81.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-19	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Кенжедара алтан түлхүүр	Хашаатын ам		ocds-591adf-MN4732374882RC		
82.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-18	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Буян өлзийт арвижих	Холбоо сайр		ocds-591adf-MN9672508411RC		
83.	Орон нутгийн хамтын ажиллагааны гэрээ 2023-14	Хүрэн Нүүрс;	Орон нутагтай хамтран ажиллах гэрээ	2023-09-15	Гэрээ	Сүхбаатар аймгийн ЗДТГ, Сүхбаатар сумын ЗДТГ;	Нагааранз ХХК	Нагааранз ХХК		ocds-591adf-MN8899600359RC		
84.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-13	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Сазан бүрэг хангай гоулд	Сөөгийн дэнж		ocds-591adf-MN3375588230RC		
85.	Зөөлөн ресурс ХХК-ийн байгаль орчин, дэд бүтцийг хөгжүүлэх, ажлын байр нэмэгдүүлэх тухай нийгмийн хариуцлагын гэрээ	Тодорхойгүй;	Орон нутагтай хамтран ажиллах гэрээ	2023-09-13	Гэрээ	Бугат  сумын ЗДТГ;	Зөөлөн			ocds-591adf-MN9709247230RC		
86.	Бичил уурхайгаар ашигт малтмал олборлох гэрээ	Алт;	Бичил уурхайгаар ашигт малтмал олборлох тухай гэрээ	2023-09-13	Гэрээ	Монголын бичил уурхайн нэгдсэн дээвэр холбоо;	Дэлгэрэх баян өгөөж	Өгөөмөр тохой		ocds-591adf-MN1100273773RC		
87.	Нийгмийн хариуцлагын гэрээ	Алт;	Орон нутагтай хамтран ажиллах гэрээ	2023-09-12	Гэрээ	Сэлэнгэ аймаг ЗДТГ;	Пураам ХХК			ocds-591adf-MN6582637876RC		
